lemma,type,comment,tag,form,ipa,py_ipa_original,py_ipa_tweak
забезпе́чуваний,дієприкметник,,множина місцевий,забезпе́чуваних,zɐbeˈzpɛt͡ʃʊu̯ɐnex,zɐbeˈzpɛt͡ʃʊu̯ɐnex,zɐbeˈzpɛt͡ʃʊu̯ɐnex
затюнінго́ваний,дієприкметник,,множина місцевий,затюнінго́ваних,zɐtʲʊnʲinˈɦɔu̯ɐnex,zɐtʲʊnʲinˈɦɔu̯ɐnex,zɐtʲʊnʲinˈɦou̯ɐnex
діафрагмо́ваний,дієприкметник,,множина знахідний,діафрагмо́вані,dʲiɐfrɐˈɦmɔu̯ɐnʲi,dʲiɐfrɐˈɦmɔu̯ɐnʲi,dʲiɐfrɐˈɦmou̯ɐnʲi
дозаванта́жений,дієприкметник,,множина давальний,дозаванта́женим,dɔzɐu̯ɐnˈtɑʒenem,dɔzɐu̯ɐnˈtɑʒenem,dɔzɐu̯ɐnˈtɑʒenem
засургучо́ваний,дієприкметник,,множина давальний,засургучо́ваним,zɐsʊrɦʊˈt͡ʃɔu̯ɐnem,zɐsʊrɦʊˈt͡ʃɔu̯ɐnem,zɐsʊrɦʊˈt͡ʃou̯ɐnem
заформо́вуваний,дієприкметник,,множина знахідний,заформо́вуваних,zɐfɔrˈmɔu̯ʊu̯ɐnex,zɐfɔrˈmɔu̯ʊu̯ɐnex,zɐfɔrˈmou̯ʊu̯ɐnex
благосло́венний,дієприкметник,від: благословити,однина жін. р. знахідний,благосло́венну,blɐɦɔˈslɔu̯enːʊ,blɐɦɔˈslɔu̯enːʊ,blɐɦɔˈslou̯enːʊ
індивідуалі́стка,"іменник жіночого роду, істота",,однина знахідний,індивідуалі́стку,indeu̯ʲidʊɐˈlʲistkʊ,indeu̯ʲidʊɐˈlʲistkʊ,indeu̯ʲidʊɐˈlʲistkʊ
маркірува́льниця,"іменник жіночого роду, істота",,множина давальний,маркірува́льницям,mɐrkʲirʊˈu̯ɑlʲnet͡sʲɐm,mɐrkʲirʊˈu̯ɑlʲnet͡sʲɐm,mɐrkʲirʊˈu̯ɑlʲnet͡sʲɐm
радіокомента́тор,"іменник чоловічого роду, істота",,однина кличний,радіокомента́торе,rɐdʲiɔkɔmenˈtɑtɔre,rɐdʲiɔkɔmenˈtɑtɔre,rɐdʲiɔkɔmenˈtɑtɔre
пилонаріза́льник,"іменник чоловічого роду, істота",,однина називний,пилонаріза́льник,pelɔnɐrʲiˈzɑlʲnek,pelɔnɐrʲiˈzɑlʲnek,pelɔnɐrʲiˈzɑlʲnek
першокатего́рник,"іменник чоловічого роду, істота",,однина давальний,першокатего́рнику,perʃɔkɐteˈɦɔrnekʊ,perʃɔkɐteˈɦɔrnekʊ,perʃɔkɐteˈɦornekʊ
гірничорятівни́к,"іменник чоловічого роду, істота",,множина називний,гірничорятівники́,ɦʲirnet͡ʃɔrʲɐtʲiu̯neˈkɪ,ɦʲirnet͡ʃɔrʲɐtʲiu̯neˈkɪ,ɦʲirnet͡ʃɔrʲɐtʲiu̯neˈkɪ
шерстечеса́льник,"іменник чоловічого роду, істота",,множина місцевий,шерстечеса́льниках,ʃerstet͡ʃeˈsɑlʲnekɐx,ʃerstet͡ʃeˈsɑlʲnekɐx,ʃerstet͡ʃeˈsɑlʲnekɐx
жінконенави́сник,"іменник чоловічого роду, істота",,множина знахідний,жінконенави́сників,ʒʲinkɔnenɐˈu̯ɪsnekʲiu̯,ʒʲinkɔnenɐˈu̯ɪsnekʲiu̯,ʒʲinkɔnenɐˈu̯ɪsnekʲiu̯
демократи́чніший,"прикметник, вищий ступінь",,множина давальний,демократи́чнішим,demɔkrɐˈtɪt͡ʃnʲiʃem,demɔkrɐˈtɪt͡ʃnʲiʃem,demɔkrɐˈtɪt͡ʃnʲiʃem
щонайдзвінкі́ший,"прикметник, найвищий ступінь",,однина чол. р. орудний,щонайдзвінкі́шим,ʃt͡ʃɔnɐi̯d͡zʲʋʲinʲˈkʲiʃem,ʃt͡ʃɔnɐi̯d͡zʲʋʲinʲˈkʲiʃem,ʃt͡ʃɔnɐi̯d͡zʲʋʲinʲˈkʲiʃem
щонайінти́мніший,"прикметник, найвищий ступінь",,однина жін. р. орудний,щонайінти́мнішою,ʃt͡ʃɔnɐjinˈtɪmnʲiʃɔjʊ,ʃt͡ʃɔnɐjinˈtɪmnʲiʃɔjʊ,ʃt͡ʃɔnɐjinˈtɪmnʲiʃɔjʊ
зрівно́важеніший,"прикметник, найвищий ступінь",,однина чол. р. родовий,зрівно́важенішого,zʲrʲiu̯ˈnɔu̯ɐʒenʲiʃɔɦɔ,zʲrʲiu̯ˈnɔu̯ɐʒenʲiʃɔɦɔ,zʲrʲiu̯ˈnou̯ɐʒenʲiʃɔɦɔ
щонайжа́лібніший,"прикметник, найвищий ступінь",,однина жін. р. місцевий,щонайжа́лібнішій,ʃt͡ʃɔnɐi̯ˈʒɑlʲibnʲiʃʲii̯,ʃt͡ʃɔnɐi̯ˈʒɑlʲibnʲiʃʲii̯,ʃt͡ʃɔnɐi̯ˈʒɑlʲibnʲiʃʲii̯
якнаймогу́тніший,"прикметник, найвищий ступінь",,однина чол. р. місцевий,якнаймогу́тнішім,jɐknɐi̯moˈɦutʲnʲiʃʲim,jɐknɐi̯moˈɦutʲnʲiʃʲim,jɐknɐi̯moˈɦutʲnʲiʃʲim
якнайрухли́віший,"прикметник, найвищий ступінь",,однина жін. р. місцевий,якнайрухли́вішій,jɐknɐi̯rʊˈxlɪu̯ʲiʃʲii̯,jɐknɐi̯rʊˈxlɪu̯ʲiʃʲii̯,jɐknɐi̯rʊˈxlɪu̯ʲiʃʲii̯
щонайскромні́ший,"прикметник, найвищий ступінь",,однина сер. р. місцевий,щонайскромні́шому,ʃt͡ʃɔnɐi̯skroˈmnʲiʃɔmʊ,ʃt͡ʃɔnɐi̯skroˈmnʲiʃɔmʊ,ʃt͡ʃɔnɐi̯skroˈmnʲiʃɔmʊ
якнайодіо́зніший,"прикметник, найвищий ступінь",,однина чол. р. місцевий,якнайодіо́знішому,jɐknɐjɔdʲiˈɔzʲnʲiʃɔmʊ,jɐknɐjɔdʲiˈɔzʲnʲiʃɔmʊ,jɐknɐjɔdʲiˈozʲnʲiʃɔmʊ
якнайамбі́тніший,"прикметник, найвищий ступінь",,однина жін. р. знахідний,якнайамбі́тнішу,jɐknɐjɐmˈbʲitʲnʲiʃʊ,jɐknɐjɐmˈbʲitʲnʲiʃʊ,jɐknɐjɐmˈbʲitʲnʲiʃʊ
якнайхолодні́ший,"прикметник, найвищий ступінь",,однина сер. р. знахідний,якнайхолодні́ше,jɐknɐi̯xɔloˈdʲnʲiʃe,jɐknɐi̯xɔloˈdʲnʲiʃe,jɐknɐi̯xɔloˈdʲnʲiʃe
якнайчепурні́ший,"прикметник, найвищий ступінь",,однина сер. р. знахідний,якнайчепурні́ше,jɐknɐi̯t͡ʃepʊrˈnʲiʃe,jɐknɐi̯t͡ʃepʊrˈnʲiʃe,jɐknɐi̯t͡ʃepʊrˈnʲiʃe
якнайплі́дні́ший,"прикметник, найвищий ступінь",,однина чол. р. знахідний,якнайплі́дні́ший,jɐknɐi̯ˈplʲiˈdʲnʲiʃei̯,jɐknɐi̯ˈplʲiˈdʲnʲiʃei̯,jɐknɐi̯ˈplʲiˈdʲnʲiʃei̯
щонайпотайні́ший,"прикметник, найвищий ступінь",,однина чол. р. знахідний,щонайпотайні́шого,ʃt͡ʃɔnɐi̯pɔtɐi̯ˈnʲiʃɔɦɔ,ʃt͡ʃɔnɐi̯pɔtɐi̯ˈnʲiʃɔɦɔ,ʃt͡ʃɔnɐi̯pɔtɐi̯ˈnʲiʃɔɦɔ
якнайдохі́дніший,"прикметник, найвищий ступінь",,однина сер. р. давальний,якнайдохі́днішому,jɐknɐi̯doˈxʲidʲnʲiʃɔmʊ,jɐknɐi̯doˈxʲidʲnʲiʃɔmʊ,jɐknɐi̯doˈxʲidʲnʲiʃɔmʊ
щонайсо́вісніший,"прикметник, найвищий ступінь",,множина родовий,щонайсо́вісніших,ʃt͡ʃɔnɐi̯ˈsɔu̯ʲisʲnʲiʃex,ʃt͡ʃɔnɐi̯ˈsɔu̯ʲisʲnʲiʃex,ʃt͡ʃɔnɐi̯ˈsou̯ʲisʲnʲiʃex
найпристу́пніший,"прикметник, найвищий ступінь",,множина орудний,найпристу́пнішими,nɐi̯preˈstupnʲiʃeme,nɐi̯preˈstupnʲiʃeme,nɐi̯preˈstupnʲiʃeme
якнайтужли́віший,"прикметник, найвищий ступінь",,множина називний,якнайтужли́віші,jɐknɐi̯tʊˈʒlɪu̯ʲiʃʲi,jɐknɐi̯tʊˈʒlɪu̯ʲiʃʲi,jɐknɐi̯tʊˈʒlɪu̯ʲiʃʲi
найдоку́чливіший,"прикметник, найвищий ступінь",,множина знахідний,найдоку́чливіші,nɐi̯doˈkut͡ʃleu̯ʲiʃʲi,nɐi̯doˈkut͡ʃleu̯ʲiʃʲi,nɐi̯doˈkut͡ʃleu̯ʲiʃʲi
щонайбо́лісніший,"прикметник, найвищий ступінь",,множина знахідний,щонайбо́лісніші,ʃt͡ʃɔnɐi̯ˈbɔlʲisʲnʲiʃʲi,ʃt͡ʃɔnɐi̯ˈbɔlʲisʲnʲiʃʲi,ʃt͡ʃɔnɐi̯ˈbolʲisʲnʲiʃʲi
щонайаза́ртніший,"прикметник, найвищий ступінь",,множина знахідний,щонайаза́ртніших,ʃt͡ʃɔnɐjɐˈzɑrtʲnʲiʃex,ʃt͡ʃɔnɐjɐˈzɑrtʲnʲiʃex,ʃt͡ʃɔnɐjɐˈzɑrtʲnʲiʃex
якнайзапе́кліший,"прикметник, найвищий ступінь",,множина знахідний,якнайзапе́кліших,jɐknɐi̯zɐˈpɛklʲiʃex,jɐknɐi̯zɐˈpɛklʲiʃex,jɐknɐi̯zɐˈpɛklʲiʃex
якнайтужли́віший,"прикметник, найвищий ступінь",,множина знахідний,якнайтужли́віших,jɐknɐi̯tʊˈʒlɪu̯ʲiʃex,jɐknɐi̯tʊˈʒlɪu̯ʲiʃex,jɐknɐi̯tʊˈʒlɪu̯ʲiʃex
екотоксиколо́гія,іменник жіночого роду,,однина кличний,екотоксиколо́гіє,ekɔtɔksekɔˈlɔɦʲije,ekɔtɔksekɔˈlɔɦʲije,ekɔtɔksekɔˈloɦʲije
надпласти́чність,іменник жіночого роду,,однина родовий,надпласти́чності,nɐdplɐˈstɪt͡ʃnɔsʲtʲi,nɐdplɐˈstɪt͡ʃnɔsʲtʲi,nɐdplɐˈstɪt͡ʃnɔsʲtʲi
розго́йдуваність,іменник жіночого роду,,однина кличний,розго́йдуваносте,rɔˈzɦɔi̯dʊu̯ɐnɔste,rɔˈzɦɔi̯dʊu̯ɐnɔste,rɔˈzɦoi̯dʊu̯ɐnɔste
розчлено́ваність,іменник жіночого роду,,однина кличний,розчлено́ваносте,rɔʒt͡ʃleˈnɔu̯ɐnɔste,rɔʒt͡ʃleˈnɔu̯ɐnɔste,rɔʒt͡ʃleˈnou̯ɐnɔste
сплюндро́ваність,іменник жіночого роду,,однина орудний,сплюндро́ваністю,splʲʊnˈdrɔu̯ɐnʲisʲtʲʊ,splʲʊnˈdrɔu̯ɐnʲisʲtʲʊ,splʲʊnˈdrou̯ɐnʲisʲtʲʊ
фізіологі́чність,іменник жіночого роду,,однина кличний,фізіологі́чносте,fʲizʲiɔloˈɦʲit͡ʃnɔste,fʲizʲiɔloˈɦʲit͡ʃnɔste,fʲizʲiɔloˈɦʲit͡ʃnɔste
лінгвосеміо́тика,іменник жіночого роду,,однина називний,лінгвосеміо́тика,lʲinɦwɔsemʲiˈɔtekɐ,lʲinɦwɔsemʲiˈɔtekɐ,lʲinɦwɔsemʲiˈotekɐ
інстинкти́вність,іменник жіночого роду,,однина називний,інстинкти́вність,instenˈktɪu̯nʲisʲtʲ,instenˈktɪu̯nʲisʲtʲ,instenˈktɪu̯nʲisʲtʲ
вакуумрегуля́ція,іменник жіночого роду,,однина знахідний,вакуумрегуля́цію,ʋɐkʊumreɦʊˈlʲɑt͡sʲijʊ,ʋɐkʊumreɦʊˈlʲɑt͡sʲijʊ,ʋɐkʊːmreɦʊˈlʲɑt͡sʲijʊ
деавтоматиза́ція,іменник жіночого роду,,однина знахідний,деавтоматиза́цію,deɐu̯tɔmɐteˈzɑt͡sʲijʊ,deɐu̯tɔmɐteˈzɑt͡sʲijʊ,deɐu̯tɔmɐteˈzɑt͡sʲijʊ
заплітко́ваність,іменник жіночого роду,,однина давальний,заплітко́ваності,zɐplʲiˈtkɔu̯ɐnɔsʲtʲi,zɐplʲiˈtkɔu̯ɐnɔsʲtʲi,zɐplʲiˈtkou̯ɐnɔsʲtʲi
кількаразо́вість,іменник жіночого роду,,однина давальний,кількаразо́вості,kʲilʲkɐrɐˈzɔu̯ɔsʲtʲi,kʲilʲkɐrɐˈzɔu̯ɔsʲtʲi,kʲilʲkɐrɐˈzou̯ɔsʲtʲi
ферментотерапі́я,іменник жіночого роду,,однина давальний,ферментотерапі́ї,fermentɔterɐˈpʲiji,fermentɔterɐˈpʲiji,fermentɔterɐˈpʲiji
шерстепряди́льня,іменник жіночого роду,,однина знахідний,шерстепряди́льню,ʃersteprʲɐˈdɪlʲnʲʊ,ʃersteprʲɐˈdɪlʲnʲʊ,ʃersteprʲɐˈdɪlʲnʲʊ
термобарока́мера,іменник жіночого роду,,множина називний,термобарока́мери,termɔbɐrɔˈkɑmere,termɔbɐrɔˈkɑmere,termɔbɐrɔˈkɑmere
Карасубаза́рська,іменник жіночого роду,річка в Україні,однина називний,Карасубаза́рська,kɐrɐsʊbɐˈzɑrsʲkɐ,kɐrɐsʊbɐˈzɑrsʲkɐ,kɐrɐsʊbɐˈzɑrsʲkɐ
Червоноукраї́нка,іменник жіночого роду,населений пункт в Україні,однина родовий,Червоноукраї́нки,t͡ʃerwɔnɔʊkrɐˈjinke,t͡ʃerwɔnɔʊkrɐˈjinke,t͡ʃerwɔnɔʊkrɐˈjinke
пробуксо́вування,іменник середнього роду,,однина кличний,пробуксо́вування,prɔbʊˈksɔu̯ʊu̯ɐnʲːɐ,prɔbʊˈksɔu̯ʊu̯ɐnʲːɐ,prɔbʊˈksou̯ʊu̯ɐnʲːɐ
розгравірува́ння,іменник середнього роду,,однина родовий,розгравірува́ння,rɔzɦrɐu̯ʲirʊˈu̯ɑnʲːɐ,rɔzɦrɐu̯ʲirʊˈu̯ɑnʲːɐ,rɔzɦrɐu̯ʲirʊˈu̯ɑnʲːɐ
чревоуго́дництво,іменник середнього роду,,однина кличний,чревоуго́дництво,t͡ʃreu̯ɔʊˈɦɔdnet͡stwɔ,t͡ʃreu̯ɔʊˈɦɔdnet͡stwɔ,t͡ʃreu̯ɔʊˈɦodnet͡stwɔ
дискредитува́ння,іменник середнього роду,,однина орудний,дискредитува́нням,deskredetʊˈu̯ɑnʲːɐm,deskredetʊˈu̯ɑnʲːɐm,deskredetʊˈu̯ɑnʲːɐm
наноконстру́ктор,іменник чоловічого роду,,однина родовий,наноконстру́ктора,nɐnɔkonˈstruktɔrɐ,nɐnɔkonˈstruktɔrɐ,nɐnɔkonˈstruktɔrɐ
шламовідді́льник,іменник чоловічого роду,,однина кличний,шламовідді́льнику,ʃlɐmɔu̯ʲiˈdʲːilʲnekʊ,ʃlɐmɔu̯ʲiˈdʲːilʲnekʊ,ʃlɐmɔu̯ʲiˈdʲːilʲnekʊ
перенумерува́ння,іменник середнього роду,,однина називний,перенумерува́ння,perenʊmerʊˈu̯ɑnʲːɐ,perenʊmerʊˈu̯ɑnʲːɐ,perenʊmerʊˈu̯ɑnʲːɐ
термостатува́ння,іменник середнього роду,,однина місцевий,термостатува́нні,termɔstɐtʊˈu̯ɑnʲːi,termɔstɐtʊˈu̯ɑnʲːi,termɔstɐtʊˈu̯ɑnʲːi
витрамбо́вування,іменник середнього роду,,однина давальний,витрамбо́вуванню,ʋetrɐmˈbɔu̯ʊu̯ɐnʲːʊ,ʋetrɐmˈbɔu̯ʊu̯ɐnʲːʊ,ʋetrɐmˈbou̯ʊu̯ɐnʲːʊ
електрожи́влення,іменник середнього роду,,однина давальний,електрожи́вленню,elektrɔˈʒɪu̯lenʲːʊ,elektrɔˈʒɪu̯lenʲːʊ,elektrɔˈʒɪu̯lenʲːʊ
розкушто́вування,іменник середнього роду,,однина давальний,розкушто́вуванню,rɔzkʊˈʃtɔu̯ʊu̯ɐnʲːʊ,rɔzkʊˈʃtɔu̯ʊu̯ɐnʲːʊ,rɔzkʊˈʃtou̯ʊu̯ɐnʲːʊ
землечерпа́льник,іменник чоловічого роду,,однина давальний,землечерпа́льникові,zemlet͡ʃerˈpɑlʲnekɔu̯ʲi,zemlet͡ʃerˈpɑlʲnekɔu̯ʲi,zemlet͡ʃerˈpɑlʲnekɔu̯ʲi
полівінілацета́т,іменник чоловічого роду,,однина давальний,полівінілацета́тові,pɔlʲiu̯ʲinʲilɐt͡seˈtɑtɔu̯ʲi,pɔlʲiu̯ʲinʲilɐt͡seˈtɑtɔu̯ʲi,pɔlʲiu̯ʲinʲilɐt͡seˈtɑtɔu̯ʲi
трахеобактеріо́з,іменник чоловічого роду,,множина місцевий,трахеобактеріо́зах,trɐxeɔbɐkterʲiˈɔzɐx,trɐxeɔbɐkterʲiˈɔzɐx,trɐxeɔbɐkterʲiˈozɐx
електробала́стер,іменник чоловічого роду,,множина знахідний,електробала́стери,elektrɔbɐˈlɑstere,elektrɔbɐˈlɑstere,elektrɔbɐˈlɑstere
шлаковідді́льник,іменник чоловічого роду,,множина давальний,шлаковідді́льникам,ʃlɐkɔu̯ʲiˈdʲːilʲnekɐm,ʃlɐkɔu̯ʲiˈdʲːilʲnekɐm,ʃlɐkɔu̯ʲiˈdʲːilʲnekɐm
Новочеремша́нськ,іменник чоловічого роду,населений пункт у Росії,однина орудний,Новочеремша́нськом,nɔu̯ɔt͡ʃeremˈʃɑnʲsʲkɔm,nɔu̯ɔt͡ʃeremˈʃɑnʲsʲkɔm,nɔu̯ɔt͡ʃeremˈʃɑnʲsʲkɔm
перейменува́тися,дієслово доконаного виду,,минулий час однина чол.р.,перейменува́всь,perei̯menʊˈu̯ɑu̯sʲ,perei̯menʊˈu̯ɑu̯sʲ,perei̯menʊˈu̯ɑu̯sʲ
переущільни́тися,дієслово доконаного виду,,минулий час однина жін.р.,переущільни́лася,pereʊʃt͡ʃʲilʲˈnɪlɐsʲɐ,pereʊʃt͡ʃʲilʲˈnɪlɐsʲɐ,pereʊʃt͡ʃʲilʲˈnɪlɐsʲɐ
промолодикува́ти,дієслово доконаного виду,,минулий час однина сер.р.,промолодикува́ло,prɔmɔlɔdekʊˈu̯ɑlɔ,prɔmɔlɔdekʊˈu̯ɑlɔ,prɔmɔlɔdekʊˈu̯ɑlɔ
відрегулюва́тися,дієслово доконаного виду,,минулий час множина чол.р.,відрегулюва́лися,ʋʲidreɦʊlʲʊˈu̯ɑlesʲɐ,ʋʲidreɦʊlʲʊˈu̯ɑlesʲɐ,ʋʲidreɦʊlʲʊˈu̯ɑlesʲɐ
набенкетува́тися,дієслово доконаного виду,,минулий час множина чол.р.,набенкетува́лись,nɐbenketʊˈu̯ɑlesʲ,nɐbenketʊˈu̯ɑlesʲ,nɐbenketʊˈu̯ɑlesʲ
перегрупува́тися,дієслово доконаного виду,,минулий час множина чол.р.,перегрупува́лися,pereɦrʊpʊˈu̯ɑlesʲɐ,pereɦrʊpʊˈu̯ɑlesʲɐ,pereɦrʊpʊˈu̯ɑlesʲɐ
передиспутува́ти,дієслово доконаного виду,,минулий час множина жін.р.,передиспутува́ли,peredespʊtʊˈu̯ɑle,peredespʊtʊˈu̯ɑle,peredespʊtʊˈu̯ɑle
повгодо́вуватися,дієслово доконаного виду,,минулий час множина сер.р.,повгодо́вувалися,pɔu̯ɦɔˈdɔu̯ʊu̯ɐlesʲɐ,pɔu̯ɦɔˈdɔu̯ʊu̯ɐlesʲɐ,pɔu̯ɦɔˈdou̯ʊu̯ɐlesʲɐ
проволово́дитися,дієслово доконаного виду,,минулий час множина жін.р.,проволово́дилися,prɔu̯ɔlɔˈu̯ɔdelesʲɐ,prɔu̯ɔlɔˈu̯ɔdelesʲɐ,prɔu̯ɔlɔˈu̯odelesʲɐ
розпере́зуватися,дієслово доконаного виду,,майбутній час однина 1 особа,розпере́зуюся,rɔzpeˈrɛzʊjʊsʲɐ,rɔzpeˈrɛzʊjʊsʲɐ,rɔzpeˈrɛzʊjʊsʲɐ
порозпері́зувати,дієслово доконаного виду,,майбутній час однина 2 особа,порозпері́зуєш,pɔrɔzpeˈrʲizʊjeʃ,pɔrɔzpeˈrʲizʊjeʃ,pɔrɔzpeˈrʲizʊjeʃ
повисна́жуватися,дієслово доконаного виду,,майбутній час однина 3 особа,повисна́жується,pɔu̯eˈsnɑʒʊjet͡sʲːɐ,pɔu̯eˈsnɑʒʊjet͡sʲːɐ,pɔu̯eˈsnɑʒʊjet͡sʲːɐ
понасторо́шувати,дієслово доконаного виду,,майбутній час множина 1 особа,понасторо́шуєм,pɔnɐstɔˈrɔʃʊjem,pɔnɐstɔˈrɔʃʊjem,pɔnɐstɔˈroʃʊjem
поперетру́шувати,дієслово доконаного виду,,майбутній час множина 1 особа,поперетру́шуєм,pɔpereˈtruʃʊjem,pɔpereˈtruʃʊjem,pɔpereˈtruʃʊjem
розджеркота́тися,дієслово доконаного виду,,майбутній час множина 1 особа,розджерко́чемось,rɔʒd͡ʒerˈkɔt͡ʃemɔsʲ,rɔʒd͡ʒerˈkɔt͡ʃemɔsʲ,rɔʒd͡ʒerˈkot͡ʃemɔsʲ
нарозповіда́тися,дієслово доконаного виду,,майбутній час множина 1 особа,нарозповіда́ємось,nɐrɔzpɔu̯ʲiˈdɑjemɔsʲ,nɐrɔzpɔu̯ʲiˈdɑjemɔsʲ,nɐrɔzpɔu̯ʲiˈdɑjemɔsʲ
перереєструва́ти,дієслово доконаного виду,,майбутній час множина 2 особа,перереєстру́єте,pererejeˈstrujete,pererejeˈstrujete,pererejeˈstrujete
понасу́плюватися,дієслово доконаного виду,,майбутній час множина 2 особа,понасу́плюєтеся,pɔnɐˈsuplʲʊjetesʲɐ,pɔnɐˈsuplʲʊjetesʲɐ,pɔnɐˈsuplʲʊjetesʲɐ
недови́користати,дієслово доконаного виду,,майбутній час множина 2 особа,недови́користаєте,nedɔˈu̯ɪkɔrestɐjete,nedɔˈu̯ɪkɔrestɐjete,nedɔˈu̯ɪkɔrestɐjete
спопуляризува́ти,дієслово доконаного виду,,майбутній час множина 3 особа,спопуляризу́ють,spɔpʊlʲɐreˈzujʊtʲ,spɔpʊlʲɐreˈzujʊtʲ,spɔpʊlʲɐreˈzujʊtʲ
поперехре́щувати,дієслово доконаного виду,,наказовий спосіб однина 2 особа,поперехре́щуй,pɔpereˈxrɛʃt͡ʃʊi̯,pɔpereˈxrɛʃt͡ʃʊi̯,pɔpereˈxrɛʃt͡ʃʊi̯
скриводу́шничати,дієслово доконаного виду,,наказовий спосіб однина 2 особа,скриводу́шничай,skreu̯oˈduʃnet͡ʃɐi̯,skreu̯oˈduʃnet͡ʃɐi̯,skreu̯oˈduʃnet͡ʃɐi̯
перетупцюва́тися,дієслово доконаного виду,,наказовий спосіб множина 1 особа,перетупцю́ймося,peretʊˈpt͡sʲui̯mɔsʲɐ,peretʊˈpt͡sʲui̯mɔsʲɐ,peretʊˈpt͡sʲui̯mɔsʲɐ
повистромля́тися,дієслово доконаного виду,,наказовий спосіб множина 2 особа,повистромля́йтесь,pɔu̯estrɔˈmlʲɑi̯tesʲ,pɔu̯estrɔˈmlʲɑi̯tesʲ,pɔu̯estrɔˈmlʲɑi̯tesʲ
попідправля́тися,дієслово доконаного виду,,наказовий спосіб множина 2 особа,попідправля́йтеся,pɔpʲidprɐu̯ˈlʲɑi̯tesʲɐ,pɔpʲidprɐu̯ˈlʲɑi̯tesʲɐ,pɔpʲidprɐu̯ˈlʲɑi̯tesʲɐ
застовбу́рчитися,дієслово доконаного виду,,Інфінітив,застовбу́рчитись,zɐstɔu̯ˈburt͡ʃetesʲ,zɐstɔu̯ˈburt͡ʃetesʲ,zɐstɔu̯ˈburt͡ʃetesʲ
настовбу́рчитися,дієслово доконаного виду,,Інфінітив,настовбу́рчитись,nɐstɔu̯ˈburt͡ʃetesʲ,nɐstɔu̯ˈburt͡ʃetesʲ,nɐstɔu̯ˈburt͡ʃetesʲ
законтрактува́ти,дієслово доконаного виду,,дієприслівник,законтрактува́вши,zɐkɔntrɐktʊˈu̯ɑu̯ʃe,zɐkɔntrɐktʊˈu̯ɑu̯ʃe,zɐkɔntrɐktʊˈu̯ɑu̯ʃe
позатри́муватися,дієслово доконаного виду,,дієприслівник,позатри́мувавшись,pɔzɐˈtrɪmʊu̯ɐu̯ʃesʲ,pɔzɐˈtrɪmʊu̯ɐu̯ʃesʲ,pɔzɐˈtrɪmʊu̯ɐu̯ʃesʲ
павперизува́тися,дієслово недоконаного і доконаного виду,,минулий час однина сер. р.,павперизува́лося,pɐu̯perezʊˈu̯ɑlɔsʲɐ,pɐu̯perezʊˈu̯ɑlɔsʲɐ,pɐu̯perezʊˈu̯ɑlɔsʲɐ
електрифікува́ти,дієслово недоконаного і доконаного виду,,майбутній час множина 2 особа,електрифікува́тимете,elektrefʲikʊˈu̯ɑtemete,elektrefʲikʊˈu̯ɑtemete,elektrefʲikʊˈu̯ɑtemete
словакізува́тися,дієслово недоконаного і доконаного виду,,теперішній (майбутній) час однина 1 особа,словакізу́юся,slɔu̯ɐkʲiˈzujʊsʲɐ,slɔu̯ɐkʲiˈzujʊsʲɐ,slɔu̯ɐkʲiˈzujʊsʲɐ
націоналізува́ти,дієслово недоконаного і доконаного виду,,теперішній (майбутній) час множина 2 особа,націоналізу́єте,nɐt͡sʲiɔnɐlʲiˈzujete,nɐt͡sʲiɔnɐlʲiˈzujete,nɐt͡sʲiɔnɐlʲiˈzujete
політехнізува́ти,дієслово недоконаного і доконаного виду,,теперішній (майбутній) час множина 3 особа,політехнізу́ють,pɔlʲitexnʲiˈzujʊtʲ,pɔlʲitexnʲiˈzujʊtʲ,pɔlʲitexnʲiˈzujʊtʲ
кібернетизува́ти,дієслово недоконаного і доконаного виду,,безособова форма,кібернетизо́вано,kʲiberneteˈzɔu̯ɐnɔ,kʲiberneteˈzɔu̯ɐnɔ,kʲiberneteˈzou̯ɐnɔ
амальгамува́тися,дієслово недоконаного і доконаного виду,,дієприслівник,амальгаму́ючись,ɐmɐlʲɦɐˈmujʊt͡ʃesʲ,ɐmɐlʲɦɐˈmujʊt͡ʃesʲ,ɐmɐlʲɦɐˈmujʊt͡ʃesʲ
структурува́тися,дієслово недоконаного і доконаного виду,,дієприслівник,структурува́вшись,strʊktʊrʊˈu̯ɑu̯ʃesʲ,strʊktʊrʊˈu̯ɑu̯ʃesʲ,strʊktʊrʊˈu̯ɑu̯ʃesʲ
метаморфізува́ти,дієслово недоконаного виду,,минулий час однина чол. р.,метаморфізува́в,metɐmɔrfʲizʊˈu̯ɑu̯,metɐmɔrfʲizʊˈu̯ɑu̯,metɐmɔrfʲizʊˈu̯ɑu̯
перенапо́внювати,дієслово недоконаного виду,,минулий час однина чол. р.,перенапо́внював,perenɐˈpɔu̯nʲʊu̯ɐu̯,perenɐˈpɔu̯nʲʊu̯ɐu̯,perenɐˈpou̯nʲʊu̯ɐu̯
започатко́вувати,дієслово недоконаного виду,,минулий час однина сер. р.,започатко́вувало,zɐpɔt͡ʃɐˈtkɔu̯ʊu̯ɐlɔ,zɐpɔt͡ʃɐˈtkɔu̯ʊu̯ɐlɔ,zɐpɔt͡ʃɐˈtkou̯ʊu̯ɐlɔ
